Date,stock_price
8/26/2020,35.910000
8/25/2020,35.567501
8/24/2020,35.610001
8/21/2020,35.169998
8/20/2020,35.299999
8/19/2020,35.457500
8/18/2020,35.262501
8/17/2020,35.450001
8/14/2020,35.407501
8/13/2020,35.792500
8/12/2020,35.834999
8/11/2020,35.915001
8/10/2020,36.005001
8/7/2020,36.192501
8/6/2020,35.924999
8/5/2020,35.915001
8/4/2020,35.982498
8/3/2020,36.029999
7/31/2020,35.950001
7/30/2020,35.220001
7/29/2020,35.160000
7/28/2020,35.230000
7/27/2020,35.355000
7/24/2020,34.959999
7/23/2020,35.365002
7/22/2020,34.997501
7/21/2020,35.172501
7/20/2020,35.115002
7/17/2020,34.747501
7/16/2020,34.799999
7/15/2020,34.785000
7/14/2020,34.669998
7/13/2020,34.750000
7/10/2020,34.880001
7/9/2020,34.834999
7/8/2020,34.945000
7/7/2020,34.740002
7/6/2020,34.947498
7/2/2020,34.247501
7/1/2020,34.232498
6/30/2020,34.165001
6/29/2020,34.132500
6/26/2020,34.277500
6/25/2020,34.174999
6/24/2020,33.930000
6/23/2020,33.837502
6/22/2020,33.877499
6/19/2020,33.755001
6/18/2020,33.322498
6/17/2020,33.029999
6/16/2020,33.105000
6/15/2020,33.009998
6/12/2020,32.882500
6/11/2020,32.572498
6/10/2020,32.270000
6/9/2020,32.132500
6/8/2020,32.187500
6/5/2020,30.337500
6/4/2020,30.407499
6/3/2020,30.487499
6/2/2020,30.485001
6/1/2020,30.469999
5/29/2020,29.992500
5/28/2020,30.020000
5/27/2020,30.000000
5/26/2020,29.945000
5/22/2020,29.997499
5/21/2020,30.000000
5/20/2020,29.760000
5/19/2020,29.812500
5/18/2020,29.937500
5/15/2020,29.777500
5/14/2020,29.747499
5/13/2020,29.477501
5/12/2020,29.152500
5/11/2020,29.004999
5/8/2020,29.037500
5/7/2020,28.955000
5/6/2020,29.182501
5/5/2020,29.190001
5/4/2020,29.315001
5/1/2020,29.129999
4/30/2020,29.072500
4/29/2020,29.264999
4/28/2020,29.237499
4/27/2020,29.160000
4/24/2020,28.992500
4/23/2020,28.955000
4/22/2020,28.797501
4/21/2020,28.797501
4/20/2020,28.325001
4/17/2020,28.487499
4/16/2020,28.030001
4/15/2020,27.757500
4/14/2020,27.487499
4/13/2020,27.277500
4/9/2020,27.475000
4/8/2020,27.372499
4/7/2020,27.629999
4/6/2020,27.865000
4/3/2020,27.892500
4/2/2020,27.947500
4/1/2020,27.807501
3/31/2020,27.950001
3/30/2020,27.932501
3/27/2020,27.514999
3/26/2020,27.487499
3/25/2020,27.497499
3/24/2020,26.777500
3/23/2020,26.427500
3/20/2020,27.107500
3/19/2020,26.947500
3/18/2020,27.719999
3/17/2020,27.764999
3/16/2020,27.602501
3/13/2020,27.209999
3/12/2020,27.457500
3/11/2020,27.897499
3/10/2020,27.872499
3/9/2020,28.385000
3/6/2020,28.430000
3/5/2020,28.620001
3/4/2020,28.897499
3/3/2020,29.562500
3/2/2020,29.412500
2/28/2020,29.150000
2/27/2020,29.264999
2/26/2020,29.280001
2/25/2020,29.367500
2/24/2020,29.387501
2/21/2020,29.407499
2/20/2020,29.245001
2/19/2020,29.334999
2/18/2020,29.075001
2/14/2020,29.012501
2/13/2020,28.514999
2/12/2020,28.472500
2/11/2020,28.262501
2/10/2020,28.250000
2/7/2020,28.129999
2/6/2020,28.262501
2/5/2020,28.045000
2/4/2020,28.487499
2/3/2020,28.272499
1/31/2020,28.219999
1/30/2020,28.177500
1/29/2020,28.655001
1/28/2020,28.387501
1/27/2020,28.392500
1/24/2020,28.395000
1/23/2020,28.730000
1/22/2020,28.892500
1/21/2020,27.942499
1/17/2020,26.987499
1/16/2020,26.360001
1/15/2020,25.782499
1/14/2020,26.379999
1/13/2020,27.090000
1/10/2020,26.924999
1/9/2020,26.932501
1/8/2020,26.682501
1/7/2020,26.525000
1/6/2020,26.500000
1/3/2020,26.705000
1/2/2020,26.735001
12/31/2019,26.892500
12/30/2019,27.007500
12/27/2019,27.212500
12/26/2019,27.127501
12/24/2019,27.340000
12/23/2019,27.270000
12/20/2019,27.305000
12/19/2019,27.344999
12/18/2019,27.370001
12/17/2019,27.045000
12/16/2019,26.982500
12/13/2019,27.000000
12/12/2019,27.202499
12/11/2019,27.092501
12/10/2019,26.870001
12/9/2019,26.467501
12/6/2019,26.447500
12/5/2019,26.120001
12/4/2019,26.512501
12/3/2019,26.052500
12/2/2019,26.084999
11/29/2019,25.737499
11/27/2019,24.167500
11/26/2019,24.334999
11/25/2019,24.665001
11/22/2019,24.857500
11/21/2019,24.990000
11/20/2019,24.967501
11/19/2019,24.957500
11/18/2019,24.695000
11/15/2019,24.697500
11/14/2019,24.217501
11/13/2019,24.355000
11/12/2019,24.245001
11/8/2019,24.170000
11/7/2019,23.985001
11/6/2019,23.882500
11/5/2019,23.747499
11/4/2019,23.972500
11/1/2019,23.900000
10/31/2019,23.600000
10/30/2019,23.397499
10/29/2019,23.010000
10/28/2019,23.350000
10/25/2019,24.025000
10/24/2019,23.887501
10/23/2019,23.977501
10/22/2019,23.775000
10/21/2019,23.832500
10/18/2019,24.387501
10/17/2019,24.285000
10/16/2019,24.365000
10/15/2019,24.334999
10/11/2019,24.707500
10/10/2019,24.912500
10/9/2019,24.735001
10/8/2019,24.757500
10/7/2019,24.657499
10/4/2019,24.480000
10/3/2019,24.430000
10/2/2019,24.615000
10/1/2019,24.965000
9/30/2019,25.087500
9/27/2019,25.102501
9/26/2019,24.905001
9/25/2019,24.475000
9/24/2019,24.107500
9/23/2019,23.805000
9/20/2019,23.549999
9/19/2019,23.639999
9/18/2019,23.372499
9/17/2019,23.469999
9/16/2019,22.629999
9/13/2019,22.584999
9/12/2019,23.127501
9/11/2019,23.355000
9/10/2019,23.197500
9/9/2019,23.180000
9/6/2019,23.309999
9/5/2019,23.547501
9/4/2019,23.795000
9/3/2019,23.410000
8/30/2019,23.434999
8/29/2019,23.707500
8/28/2019,24.455000
8/27/2019,26.087500
8/26/2019,26.270000
8/23/2019,26.420000
8/22/2019,26.492500
8/21/2019,26.782499
8/20/2019,26.727501
8/19/2019,26.870001
8/16/2019,27.462500
8/15/2019,28.025000
8/14/2019,28.010000
8/13/2019,27.610001
8/12/2019,27.254999
8/9/2019,27.165001
8/8/2019,27.135000
8/7/2019,27.740000
8/6/2019,27.452499
8/5/2019,27.780001
8/2/2019,27.497499
8/1/2019,27.247499
7/31/2019,27.389999
7/30/2019,26.920000
7/29/2019,26.297501
7/26/2019,26.417500
7/25/2019,26.532499
7/24/2019,26.680000
7/23/2019,26.477501
7/22/2019,26.480000
7/19/2019,26.450001
7/18/2019,26.492500
7/17/2019,26.145000
7/16/2019,25.629999
7/15/2019,25.565001
7/12/2019,25.292500
7/11/2019,25.280001
7/10/2019,25.257500
7/9/2019,25.467501
7/8/2019,25.752501
7/5/2019,25.375000
7/3/2019,25.187500
7/2/2019,25.132500
7/1/2019,24.172501
6/28/2019,24.227501
6/27/2019,24.190001
6/26/2019,24.025000
6/25/2019,23.672501
6/24/2019,24.219999
6/21/2019,24.010000
6/20/2019,24.065001
6/19/2019,24.530001
6/18/2019,24.160000
6/17/2019,23.497499
6/14/2019,23.424999
6/13/2019,23.567499
6/12/2019,23.747499
6/11/2019,23.752501
6/10/2019,23.504999
6/7/2019,24.150000
6/6/2019,24.087500
6/5/2019,23.620001
6/4/2019,24.107500
6/3/2019,24.334999
5/31/2019,23.522499
5/30/2019,23.355000
5/29/2019,24.997499
5/28/2019,24.860001
5/24/2019,25.355000
5/23/2019,24.075001
5/22/2019,24.197500
5/21/2019,24.165001
5/20/2019,24.282499
5/17/2019,24.879999
5/16/2019,24.347500
5/15/2019,24.990000
5/14/2019,24.632500
5/13/2019,24.240000
5/10/2019,24.112499
5/9/2019,25.174999
5/8/2019,25.677500
5/7/2019,26.337500
5/6/2019,26.315001
5/3/2019,26.830000
5/2/2019,27.184999
5/1/2019,26.705000
4/30/2019,27.007500
4/29/2019,27.152500
4/26/2019,26.807501
4/25/2019,26.832500
4/24/2019,26.507500
4/23/2019,27.245001
4/22/2019,27.834999
4/18/2019,27.622499
4/17/2019,28.120001
4/16/2019,28.295000
4/15/2019,29.042500
4/12/2019,28.905001
4/11/2019,29.557501
4/10/2019,29.570000
4/9/2019,29.757500
4/8/2019,28.799999
4/5/2019,29.070000
4/4/2019,29.334999
4/3/2019,29.575001
4/2/2019,29.452499
4/1/2019,29.507500
3/29/2019,29.719999
3/28/2019,29.437500
3/27/2019,29.825001
3/26/2019,29.695000
3/25/2019,29.322500
3/22/2019,28.422501
3/21/2019,28.545000
3/20/2019,28.084999
3/19/2019,28.930000
3/18/2019,29.027500
3/15/2019,29.192499
3/14/2019,30.142500
3/13/2019,30.264999
3/12/2019,30.230000
3/11/2019,30.500000
3/8/2019,30.642500
3/7/2019,30.295000
3/6/2019,29.875000
3/5/2019,30.132500
3/4/2019,29.817499
3/1/2019,28.637501
2/28/2019,28.820000
2/27/2019,29.770000
2/26/2019,28.875000
2/25/2019,28.440001
2/22/2019,28.442499
2/21/2019,27.932501
2/20/2019,27.760000
2/19/2019,27.965000
2/15/2019,27.552500
2/14/2019,27.947500
2/13/2019,27.900000
2/12/2019,28.030001
2/11/2019,27.375000
2/8/2019,27.695000
2/7/2019,27.827499
2/6/2019,27.695000
2/5/2019,27.594999
2/4/2019,27.395000
2/1/2019,27.575001
1/31/2019,27.264999
1/30/2019,28.110001
1/29/2019,28.677500
1/28/2019,28.750000
1/25/2019,28.580000
1/24/2019,28.350000
1/23/2019,28.802500
1/22/2019,28.362499
1/18/2019,28.480000
1/17/2019,29.102501
1/16/2019,29.070000
1/15/2019,28.827499
1/14/2019,28.552500
1/11/2019,28.142500
1/10/2019,27.537500
1/9/2019,28.077499
1/8/2019,27.317499
1/7/2019,27.592501
1/4/2019,28.084999
1/3/2019,26.930000
1/2/2019,28.190001
12/31/2018,28.322500
12/28/2018,28.230000
12/27/2018,27.422501
12/26/2018,25.934999
12/24/2018,25.780001
12/21/2018,26.440001
12/20/2018,28.162500
12/19/2018,28.752501
12/18/2018,29.125000
12/17/2018,29.290001
12/14/2018,28.990000
12/13/2018,28.787500
12/12/2018,28.809999
12/11/2018,28.372499
12/10/2018,29.930000
12/7/2018,28.879999
12/6/2018,28.782499
12/5/2018,28.850000
12/4/2018,28.660000
12/3/2018,29.610001
11/30/2018,30.325001
11/29/2018,30.592501
11/28/2018,30.747499
11/27/2018,30.844999
11/26/2018,30.692499
11/23/2018,31.125000
11/21/2018,31.290001
11/20/2018,31.305000
11/19/2018,32.687500
11/16/2018,33.017502
11/15/2018,32.404999
11/14/2018,32.127499
11/13/2018,31.705000
11/9/2018,31.402500
11/8/2018,31.415001
11/7/2018,30.820000
11/6/2018,30.017500
11/5/2018,30.642500
11/2/2018,31.422501
11/1/2018,31.500000
10/31/2018,31.610001
10/30/2018,31.650000
10/29/2018,31.357500
10/26/2018,31.132500
10/25/2018,31.687500
10/24/2018,31.875000
10/23/2018,32.027500
10/22/2018,31.757500
10/19/2018,31.902500
10/18/2018,31.650000
10/17/2018,31.969999
10/16/2018,31.825001
10/15/2018,31.900000
10/12/2018,31.730000
10/11/2018,31.792500
10/10/2018,32.147499
10/9/2018,32.220001
10/5/2018,31.855000
10/4/2018,31.950001
10/3/2018,32.162498
10/2/2018,32.340000
10/1/2018,32.529999
9/28/2018,32.490002
9/27/2018,32.634998
9/26/2018,32.570000
9/25/2018,32.945000
9/24/2018,33.009998
9/21/2018,32.404999
9/20/2018,33.134998
9/19/2018,32.847500
9/18/2018,32.514999
9/17/2018,32.517502
9/14/2018,32.547501
9/13/2018,32.192501
9/12/2018,32.237499
9/11/2018,31.502501
9/10/2018,31.467501
9/7/2018,31.580000
9/6/2018,31.905001
9/5/2018,31.315001
9/4/2018,31.252501
8/31/2018,31.450001
8/30/2018,32.174999
8/29/2018,32.237499
8/28/2018,31.287500
8/27/2018,32.160000
8/24/2018,32.639999
8/23/2018,33.162498
8/22/2018,32.570000
8/21/2018,32.417500
8/20/2018,32.154999
8/17/2018,31.727501
8/16/2018,31.900000
8/15/2018,31.187500
8/14/2018,31.542500
8/13/2018,31.695000
8/10/2018,31.575001
8/9/2018,31.712500
8/8/2018,31.775000
8/7/2018,31.639999
8/6/2018,31.400000
8/3/2018,31.502501
8/2/2018,31.837500
8/1/2018,31.330000
7/31/2018,31.062500
7/30/2018,31.107500
7/27/2018,31.592501
7/26/2018,30.812500
7/25/2018,31.059999
7/24/2018,30.844999
7/23/2018,31.672501
7/20/2018,31.802500
7/19/2018,31.475000
7/18/2018,31.875000
7/17/2018,32.117500
7/16/2018,31.760000
7/13/2018,31.237499
7/12/2018,30.897499
7/11/2018,31.112499
7/10/2018,30.559999
7/9/2018,31.127501
7/6/2018,31.785000
7/5/2018,31.650000
7/3/2018,31.602501
7/2/2018,32.134998
6/29/2018,32.340000
6/28/2018,32.272499
6/27/2018,32.115002
6/26/2018,32.605000
6/25/2018,32.197498
6/22/2018,33.042500
6/21/2018,33.250000
6/20/2018,32.375000
6/19/2018,32.112499
6/18/2018,32.180000
6/15/2018,31.957500
6/14/2018,31.770000
6/13/2018,31.615000
6/12/2018,31.219999
6/11/2018,30.504999
6/8/2018,29.930000
6/7/2018,29.732500
6/6/2018,29.985001
6/5/2018,29.889999
6/4/2018,29.662500
6/1/2018,29.657499
5/31/2018,29.290001
5/30/2018,29.725000
5/29/2018,28.827499
5/25/2018,27.285000
5/24/2018,28.275000
5/23/2018,28.245001
5/22/2018,28.100000
5/21/2018,27.387501
5/18/2018,27.180000
5/17/2018,26.497499
5/16/2018,26.705000
5/15/2018,27.450001
5/14/2018,27.555000
5/11/2018,27.312500
5/10/2018,28.002501
5/9/2018,27.972500
5/8/2018,26.937500
5/7/2018,26.565001
5/4/2018,26.562500
5/3/2018,27.332500
5/2/2018,27.594999
5/1/2018,28.129999
4/30/2018,28.477501
4/27/2018,28.497499
4/26/2018,28.002501
4/25/2018,28.135000
4/24/2018,28.235001
4/23/2018,27.945000
4/20/2018,28.162500
4/19/2018,27.352501
4/18/2018,26.687500
4/17/2018,27.057501
4/16/2018,27.432501
4/13/2018,27.905001
4/12/2018,27.987499
4/11/2018,28.530001
4/10/2018,28.100000
4/9/2018,28.750000
4/6/2018,28.872499
4/5/2018,28.982500
4/4/2018,28.657499
4/3/2018,28.767500
4/2/2018,29.732500
3/29/2018,29.750000
3/28/2018,29.400000
3/27/2018,29.657499
3/26/2018,29.117500
3/23/2018,29.077499
3/22/2018,28.667500
3/21/2018,28.867500
3/20/2018,28.497499
3/19/2018,28.545000
3/16/2018,28.205000
3/15/2018,27.812500
3/14/2018,27.424999
3/13/2018,27.207500
3/12/2018,27.252501
3/9/2018,27.174999
3/8/2018,27.215000
3/7/2018,27.150000
3/6/2018,27.350000
3/5/2018,27.000000
3/2/2018,26.745001
3/1/2018,26.834999
2/28/2018,26.684999
2/27/2018,26.277500
2/26/2018,26.305000
2/23/2018,26.207500
2/22/2018,25.747499
2/21/2018,25.617500
2/20/2018,24.940001
2/16/2018,24.417500
2/15/2018,24.065001
2/14/2018,24.385000
2/13/2018,24.687500
2/12/2018,24.952499
2/9/2018,25.182501
2/8/2018,25.254999
2/7/2018,25.200001
2/6/2018,24.687500
2/5/2018,24.905001
2/2/2018,24.905001
2/1/2018,24.975000
1/31/2018,24.795000
1/30/2018,25.187500
1/29/2018,25.027500
1/26/2018,25.187500
1/25/2018,24.467501
1/24/2018,25.437500
1/23/2018,25.660000
1/22/2018,25.264999
1/19/2018,25.240000
1/18/2018,25.447500
1/17/2018,25.395000
1/16/2018,25.215000
1/12/2018,25.407499
1/11/2018,25.415001
1/10/2018,25.357500
1/9/2018,25.250000
1/8/2018,24.497499
1/5/2018,24.590000
1/4/2018,24.742500
1/3/2018,24.530001
1/2/2018,24.735001
12/29/2017,25.825001
12/28/2017,25.625000
12/27/2017,25.562500
12/26/2017,25.532499
12/22/2017,25.222500
12/21/2017,25.385000
12/20/2017,25.330000
12/19/2017,25.145000
12/18/2017,25.142500
12/15/2017,25.132500
12/14/2017,24.790001
12/13/2017,24.495001
12/12/2017,24.375000
12/11/2017,24.309999
12/8/2017,23.992500
12/7/2017,23.997499
12/6/2017,23.684999
12/5/2017,23.620001
12/4/2017,23.740000
12/1/2017,23.780001
11/30/2017,23.897499
11/29/2017,24.032499
11/28/2017,23.900000
11/27/2017,24.537500
11/24/2017,24.594999
11/22/2017,24.754999
11/21/2017,24.417500
11/20/2017,24.257500
11/17/2017,24.297501
11/16/2017,23.680000
11/15/2017,23.485001
11/14/2017,23.607500
11/13/2017,23.272499
11/9/2017,23.695000
11/8/2017,23.830000
11/7/2017,24.112499
11/6/2017,23.805000
11/3/2017,23.760000
11/2/2017,23.847500
11/1/2017,23.837500
10/31/2017,23.992500
10/30/2017,23.507500
10/27/2017,23.370001
10/26/2017,23.379999
10/25/2017,23.232500
10/24/2017,22.995001
10/23/2017,22.725000
10/20/2017,22.590000
10/19/2017,22.570000
10/18/2017,22.707500
10/17/2017,22.727501
10/16/2017,22.965000
10/13/2017,23.045000
10/12/2017,23.020000
10/11/2017,23.049999
10/10/2017,22.820000
10/6/2017,23.072500
10/5/2017,23.465000
10/4/2017,23.562500
10/3/2017,23.424999
10/2/2017,23.056070
9/29/2017,23.119642
9/28/2017,23.029285
9/27/2017,22.769285
9/26/2017,22.451786
9/25/2017,22.607143
9/22/2017,22.692142
9/21/2017,22.286072
9/20/2017,22.343929
9/19/2017,21.933214
9/18/2017,21.688213
9/15/2017,21.653929
9/14/2017,21.596786
9/13/2017,21.592501
9/12/2017,21.339643
9/11/2017,21.029285
9/8/2017,21.209642
9/7/2017,21.205713
9/6/2017,21.172501
9/5/2017,20.912144
9/1/2017,20.999643
8/31/2017,21.154642
8/30/2017,21.228930
8/29/2017,21.462856
8/28/2017,21.163570
8/25/2017,21.124287
8/24/2017,21.074642
8/23/2017,21.154642
8/22/2017,21.217501
8/21/2017,20.426430
8/18/2017,20.277500
8/17/2017,18.741072
8/16/2017,18.989286
8/15/2017,18.970358
8/14/2017,18.747856
8/11/2017,18.536072
8/10/2017,18.498571
8/9/2017,18.631430
8/8/2017,18.557501
8/7/2017,18.695715
8/4/2017,18.940001
8/3/2017,18.694286
8/2/2017,18.695356
8/1/2017,18.993570
7/31/2017,19.242500
7/28/2017,19.376785
7/27/2017,19.344643
7/26/2017,19.169287
7/25/2017,19.173571
7/24/2017,19.195000
7/21/2017,19.277857
7/20/2017,19.463928
7/19/2017,19.256786
7/18/2017,19.031071
7/17/2017,18.882143
7/14/2017,18.973572
7/13/2017,18.978571
7/12/2017,18.812143
7/11/2017,18.738930
7/10/2017,18.951786
7/7/2017,19.164642
7/6/2017,19.146070
7/5/2017,18.961430
7/3/2017,18.944286
6/30/2017,18.955357
6/29/2017,19.012857
6/28/2017,18.972857
6/27/2017,18.848572
6/26/2017,18.794287
6/23/2017,18.845358
6/22/2017,18.476786
6/21/2017,18.645000
6/20/2017,18.841070
6/19/2017,18.758928
6/16/2017,18.969643
6/15/2017,19.191786
6/14/2017,19.499643
6/13/2017,19.428213
6/12/2017,19.443930
6/9/2017,19.139999
6/8/2017,19.141430
6/7/2017,18.892500
6/6/2017,18.559999
6/5/2017,18.303928
6/2/2017,18.306786
6/1/2017,18.171070
5/31/2017,17.911785
5/30/2017,17.878571
5/26/2017,17.849285
5/25/2017,17.883928
5/24/2017,18.089287
5/23/2017,19.660713
5/22/2017,19.502501
5/19/2017,19.863571
5/18/2017,19.696787
5/17/2017,19.609644
5/16/2017,19.309643
5/15/2017,19.794643
5/12/2017,19.905714
5/11/2017,19.513929
5/10/2017,19.133215
5/9/2017,19.033571
5/8/2017,19.161428
5/5/2017,19.409286
5/4/2017,19.287144
5/3/2017,19.426071
5/2/2017,19.320715
5/1/2017,19.754642
4/28/2017,20.036428
4/27/2017,19.804285
4/26/2017,20.003214
4/25/2017,20.139286
4/24/2017,20.273930
4/21/2017,20.360357
4/20/2017,19.607857
4/19/2017,19.445000
4/18/2017,19.670357
4/17/2017,19.821072
4/13/2017,19.910713
4/12/2017,19.801071
4/11/2017,20.019285
4/10/2017,20.048571
4/7/2017,20.198214
4/6/2017,20.229643
4/5/2017,20.000713
4/4/2017,20.282143
4/3/2017,20.178572
3/31/2017,20.225714
3/30/2017,19.686787
3/29/2017,19.859644
3/28/2017,19.498571
3/27/2017,19.049999
3/24/2017,18.705000
3/23/2017,18.564285
3/22/2017,18.612143
3/21/2017,18.392857
3/20/2017,18.555357
3/17/2017,18.522499
3/16/2017,18.749643
3/15/2017,18.862858
3/14/2017,18.593929
3/13/2017,18.571787
3/10/2017,18.537500
3/9/2017,18.591429
3/8/2017,18.303213
3/7/2017,18.604286
3/6/2017,18.766071
3/3/2017,18.812500
3/2/2017,18.572500
3/1/2017,18.667856
2/28/2017,18.746429
2/27/2017,18.452856
2/24/2017,18.924286
2/23/2017,18.784286
2/22/2017,18.996786
2/21/2017,18.748571
2/17/2017,18.566786
2/16/2017,18.620001
2/15/2017,18.174643
2/14/2017,18.017857
2/13/2017,17.896786
2/10/2017,17.809999
2/9/2017,17.715714
2/8/2017,17.600357
2/7/2017,17.487143
2/6/2017,17.378214
2/3/2017,17.176430
2/2/2017,17.419643
2/1/2017,17.251072
1/31/2017,17.264643
1/30/2017,17.484285
1/27/2017,17.427143
1/26/2017,17.026787
1/25/2017,17.241072
1/24/2017,17.365000
1/23/2017,17.197500
1/20/2017,17.467857
1/19/2017,17.522858
1/18/2017,16.693214
1/17/2017,16.867857
1/13/2017,16.595715
1/12/2017,16.261429
1/11/2017,16.075714
1/10/2017,16.603571
1/9/2017,16.881786
1/6/2017,16.703930
1/5/2017,17.665714
1/4/2017,18.077499
1/3/2017,17.793571
12/30/2016,17.688213
12/29/2016,17.810356
12/28/2016,17.449286
12/27/2016,17.400715
12/23/2016,17.560715
12/22/2016,17.532143
12/21/2016,17.449642
12/20/2016,17.963215
12/19/2016,17.893572
12/16/2016,17.962856
12/15/2016,17.941429
12/14/2016,17.895357
12/13/2016,18.133572
12/12/2016,17.940357
12/9/2016,17.782499
12/8/2016,17.803572
12/7/2016,17.484644
12/6/2016,16.691429
12/5/2016,16.230356
12/2/2016,16.464643
12/1/2016,16.606428
11/30/2016,16.616072
11/29/2016,16.766071
11/28/2016,16.519285
11/25/2016,16.309999
11/23/2016,16.161785
11/22/2016,16.190001
11/21/2016,15.992500
11/18/2016,15.749643
11/17/2016,15.660714
11/16/2016,15.732500
11/15/2016,14.963929
11/14/2016,15.225357
11/10/2016,15.176786
11/9/2016,15.420000
11/8/2016,15.368214
11/7/2016,15.364286
11/4/2016,15.265714
11/3/2016,15.232500
11/2/2016,15.260357
11/1/2016,15.026071
10/31/2016,15.083929
10/28/2016,14.823214
10/27/2016,14.907857
10/26/2016,15.028571
10/25/2016,14.946071
10/24/2016,14.615000
10/21/2016,14.161786
10/20/2016,14.063571
10/19/2016,14.216786
10/18/2016,14.379643
10/17/2016,14.376429
10/14/2016,14.767857
10/13/2016,14.887143
10/12/2016,15.107143
10/11/2016,15.420357
10/7/2016,15.428571
10/6/2016,15.358929
10/5/2016,15.570000
10/4/2016,15.435357
10/3/2016,15.628571
9/30/2016,15.674643
9/29/2016,15.778929
9/28/2016,15.659286
9/27/2016,15.896786
9/26/2016,16.046785
9/23/2016,16.097143
9/22/2016,16.061787
9/21/2016,16.127857
9/20/2016,15.891071
9/19/2016,15.765714
9/16/2016,15.898214
9/15/2016,15.790714
9/14/2016,15.762500
9/13/2016,15.702143
9/12/2016,15.818929
9/9/2016,15.473571
9/8/2016,15.520714
9/7/2016,15.316071
9/6/2016,15.852143
9/2/2016,16.240713
9/1/2016,16.177500
8/31/2016,16.313213
8/30/2016,16.565714
8/29/2016,16.380714
8/26/2016,16.453930
8/25/2016,16.070715
8/24/2016,15.911429
8/23/2016,15.688929
8/22/2016,15.813571
8/19/2016,15.361429
8/18/2016,14.900000
8/17/2016,14.585000
8/16/2016,14.480714
8/15/2016,14.504643
8/12/2016,14.238214
8/11/2016,13.947500
8/10/2016,14.001786
8/9/2016,14.385714
8/8/2016,15.222857
8/5/2016,14.994643
8/4/2016,15.350000
8/3/2016,15.511786
8/2/2016,15.560357
8/1/2016,15.249286
7/29/2016,15.221786
7/28/2016,15.114286
7/27/2016,15.275714
7/26/2016,15.428214
7/25/2016,15.349643
7/22/2016,15.318214
7/21/2016,15.809286
7/20/2016,16.145714
7/19/2016,16.469286
7/18/2016,16.556429
7/15/2016,16.496786
7/14/2016,16.168928
7/13/2016,16.145714
7/12/2016,16.231787
7/11/2016,16.275715
7/8/2016,15.845000
7/7/2016,15.446429
7/6/2016,15.298214
7/5/2016,15.301071
7/1/2016,15.638214
6/30/2016,15.418571
6/29/2016,15.377857
6/28/2016,15.202143
6/27/2016,15.397857
6/24/2016,15.001786
6/23/2016,15.373929
6/22/2016,15.764286
6/21/2016,15.877500
6/20/2016,16.034643
6/17/2016,15.814286
6/16/2016,16.100357
6/15/2016,15.930714
6/14/2016,16.030357
6/13/2016,16.428213
6/10/2016,16.434286
6/9/2016,16.663929
6/8/2016,16.678928
6/7/2016,16.710714
6/6/2016,17.140356
6/3/2016,16.963572
6/2/2016,16.722143
6/1/2016,16.333929
5/31/2016,16.351429
5/27/2016,15.797143
5/26/2016,16.200714
5/25/2016,16.267500
5/24/2016,16.315357
5/23/2016,16.366785
5/20/2016,16.065357
5/19/2016,15.710000
5/18/2016,16.089287
5/17/2016,18.357500
5/16/2016,18.027500
5/13/2016,17.857143
5/12/2016,17.952856
5/11/2016,18.074642
5/10/2016,17.354286
5/9/2016,17.919643
5/6/2016,18.582144
5/5/2016,18.696787
5/4/2016,18.467857
5/3/2016,18.761070
5/2/2016,18.710714
4/29/2016,18.821428
4/28/2016,19.360714
4/27/2016,19.608213
4/26/2016,19.006071
4/25/2016,18.199642
4/22/2016,18.395000
4/21/2016,18.321428
4/20/2016,18.577499
4/19/2016,18.547501
4/18/2016,18.633215
4/15/2016,18.796785
4/14/2016,19.067858
4/13/2016,18.529642
4/12/2016,18.206785
4/11/2016,18.917500
4/8/2016,19.250000
4/7/2016,19.335358
4/6/2016,18.922144
4/5/2016,19.044643
4/4/2016,19.544287
4/1/2016,19.242500
3/31/2016,20.566071
3/30/2016,20.935356
3/29/2016,20.902857
3/28/2016,21.048571
3/24/2016,20.819286
3/23/2016,20.885000
3/22/2016,21.054644
3/21/2016,20.410713
3/18/2016,20.060715
3/17/2016,20.032499
3/16/2016,20.204643
3/15/2016,18.845715
3/14/2016,18.772142
3/11/2016,19.174286
3/10/2016,19.389286
3/9/2016,19.386786
3/8/2016,19.537857
3/7/2016,19.205357
3/4/2016,19.928572
3/3/2016,20.816071
3/2/2016,20.879286
3/1/2016,20.600000
2/29/2016,21.305000
2/26/2016,21.261429
2/25/2016,21.571428
2/24/2016,21.769285
2/23/2016,22.029642
2/22/2016,21.905714
2/19/2016,22.643929
2/18/2016,21.780001
2/17/2016,22.594286
2/16/2016,23.021786
2/12/2016,23.206785
2/11/2016,22.670000
2/10/2016,22.489643
2/9/2016,22.432142
2/8/2016,22.889643
2/5/2016,22.708929
2/4/2016,22.791786
2/3/2016,23.306786
2/2/2016,23.814285
2/1/2016,23.980356
1/29/2016,23.618214
1/28/2016,23.549643
1/27/2016,23.825001
1/26/2016,24.332857
1/25/2016,23.756430
1/22/2016,24.055000
1/21/2016,24.671070
1/20/2016,25.003214
1/19/2016,24.953571
1/15/2016,25.075001
1/14/2016,25.068214
1/13/2016,24.992144
1/12/2016,24.688572
1/11/2016,24.392143
1/8/2016,23.921070
1/7/2016,23.592501
1/6/2016,23.669287
1/5/2016,24.301430
1/4/2016,24.152500
12/31/2015,23.936787
12/30/2015,24.106071
